lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,t_d.1,t_d.2,t_d.3,t_d.4,t_d.5,t_d.6,t_d.7,t_d.8,t_d.9,t_d.10,t_d.11,t_d.12,t_d.13,t_d.14,t_d.15,t_d.16,t_d.17,t_d.18,t_d.19,t_d.20,t_d.21,t_d.22,n,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22
# Adaptation terminated
# Step size = 0.387983
# Diagonal elements of inverse mass matrix:
# 0.26312, 0.105941, 0.108824, 0.111599, 0.106651, 0.0915109, 0.0918704, 0.0938113, 0.0899449, 0.094431, 0.0935973, 0.102075, 0.0900929, 0.146977, 0.0925095, 0.102173, 0.109678, 0.0983314, 0.0955897, 0.0933992, 0.150725, 0.185131
-857.358,0.986524,0.387983,3,7,0,868.924,5.6221,0.694991,0.762669,0.313989,0.379928,-0.334589,0.327042,-0.284593,0.325422,0.134877,-0.464742,-0.630728,-0.401985,-0.429187,-0.703634,-0.418645,0.235177,-0.462648,0.322442,0.00287789,-0.0420148,0.0728633,20,-38.6581,-40.1335,-40.6042,-38.0558,-36.2826,-37.0654,-36.7387,-36.8267,-34.6434,-36.63,-37.5685,-38.1507,-37.1591,-35.3287,-48.5662,-39.3121,-40.4269,-41.4833,-41.8908,-39.5777,-37.7864,-37.21
-856.593,0.957897,0.387983,3,7,0,868.197,4.47238,1.05734,1.3285,0.848478,1.72005,0.056692,0.814524,-0.273186,0.0381337,-0.2008,0.0641843,-0.688364,-0.58674,-1.08138,-0.232528,-0.049734,0.499382,0.244942,-0.292526,0.0034157,-0.0396102,0.460471,20,-37.1639,-37.9415,-37.3263,-35.4201,-35.0525,-37.5978,-34.2184,-36.9923,-36.1558,-37.0531,-36.6669,-38.0925,-35.7318,-37.2924,-46.1451,-39.5013,-46.6965,-45.5162,-43.5563,-36.2586,-38.8156,-37.8819
-859.089,0.938546,0.387983,3,7,0,864.588,4.58717,1.14105,1.14377,0.706967,0.517254,0.0878568,0.474533,-0.087164,0.484126,0.486958,-0.100075,-0.30041,-0.0728388,0.118677,-0.249337,-0.153518,0.817568,-0.0941926,0.945632,0.318694,0.501742,0.372095,20,-40.1031,-39.6119,-41.4368,-36.9118,-37.043,-37.8284,-37.388,-36.5394,-34.7672,-36.6062,-36.931,-38.4128,-37.9164,-35.4094,-43.7753,-39.5511,-40.1697,-42.2544,-42.4118,-40.4098,-38.822,-36.862
-861.672,0.845697,0.387983,3,7,0,875.133,4.54187,1.04911,1.24808,0.816461,1.77843,0.103345,0.855698,-0.148885,0.199876,-0.259604,-0.000953123,-0.730952,-0.569225,-1.0208,-0.0375103,0.130966,0.303464,0.216975,-0.494671,-0.0269249,-0.365653,-0.333551,20,-36.5986,-37.8837,-36.8282,-36.569,-34.8281,-37.8643,-33.8469,-37.3197,-36.8426,-37.4561,-37.458,-38.1911,-35.8363,-37.766,-46.9381,-40.2558,-46.9894,-45.5292,-43.6793,-36.2705,-38.5685,-38.6419
-860.092,1,0.387983,3,7,0,870.046,4.71801,1.17439,1.15488,0.771443,0.575901,0.183256,0.418105,-0.303331,0.551379,0.45438,-0.0954965,-0.438826,-0.130073,-1.15783,-0.453248,-0.347432,0.717654,-0.102425,0.798334,0.304374,0.592135,0.73873,20,-40.081,-40.2989,-41.5536,-34.109,-36.3749,-39.0006,-37.1516,-35.8169,-34.3152,-37.0111,-37.3404,-38.8456,-37.1946,-35.7345,-44.5811,-39.7234,-41.4777,-42.2409,-42.9509,-39.7827,-38.3386,-36.9048
-866.072,0.849439,0.387983,3,7,0,875.34,5.08349,1.31989,1.02417,0.792169,0.534036,0.457142,0.394165,-0.0860931,0.522294,0.369473,0.170893,-0.993019,-0.396798,-0.669562,-0.405786,-0.6702,0.28887,-0.0167207,0.900163,0.17658,0.782209,0.428897,20,-39.3333,-40.5895,-41.8127,-34.8489,-34.3174,-40.0106,-35.2605,-34.4122,-35.0401,-37.8593,-37.6221,-38.8955,-37.0383,-36.9029,-47.9864,-41.6551,-41.776,-42.9395,-43.9008,-40.4636,-37.1082,-36.7927
-859.114,0.974708,0.387983,3,7,0,877.95,4.80821,1.02,1.34171,0.754475,0.895529,0.171684,0.284906,-0.223384,0.214063,0.110345,0.460231,-0.402843,-0.160161,0.0160484,-0.322695,0.218672,0.0587816,0.0697022,0.411088,-0.139775,0.766369,0.141484,20,-36.8421,-38.0454,-38.5766,-37.6471,-34.9777,-38.1443,-35.0301,-35.9796,-36.4593,-38.1401,-38.0241,-38.1595,-37.0167,-38.334,-47.5477,-39.9369,-42.4884,-42.869,-43.4299,-38.2708,-37.6412,-37.8665
-853.839,1,0.387983,3,7,0,865.995,4.77956,1.27968,0.942482,0.564378,0.955882,0.14274,0.919034,-0.12914,0.245732,0.147121,-0.49602,-0.424418,-0.5644,-0.373109,0.0995044,-0.0777569,0.796544,0.199944,0.0323573,0.107163,-0.0704943,0.251889,20,-38.1304,-39.4774,-38.7433,-37.1315,-36.4813,-38.4492,-35.9865,-38.259,-35.246,-36.3165,-36.4536,-37.599,-36.4894,-35.4237,-46.0439,-40.7015,-41.516,-40.8282,-43.4585,-37.3371,-39.3499,-36.371
-856.085,0.991471,0.387983,3,7,0,862.682,5.1458,0.912524,1.4979,0.675938,1.12682,0.153256,0.701899,-0.145291,0.638968,0.208449,0.336035,-0.903255,-0.335511,-0.542607,-0.323869,-0.0645752,0.387762,0.0203797,0.402018,0.0411448,0.259922,-0.842384,20,-37.2908,-38.623,-39.2271,-36.2237,-33.9112,-36.836,-34.4028,-35.7176,-35.6419,-37.6794,-38.27,-37.2587,-36.1415,-38.3585,-49.3323,-39.571,-42.4799,-43.4987,-43.1951,-38.0933,-38.0849,-36.9026
-857.021,0.910255,0.387983,3,7,0,867.141,4.0159,1.16862,1.15953,0.895252,1.20549,-0.21829,0.171886,-0.228177,0.212227,-0.227004,-0.407254,-0.482189,-0.47664,-0.318664,-0.543528,-0.276888,0.230966,0.0762404,0.60061,0.111914,0.970973,-0.367027,20,-38.8154,-36.7126,-39.7022,-35.8243,-35.4277,-37.2488,-35.2973,-35.0459,-34.3912,-37.2224,-37.6587,-40.1059,-37.0311,-35.6776,-43.1202,-40.5368,-44.7117,-45.6485,-43.533,-39.3618,-37.4986,-38.2238
-854.988,0.996519,0.387983,3,7,0,866.912,4.17596,0.767544,0.813317,0.64531,1.22647,-0.239454,0.542003,-0.362123,0.533767,0.0101354,-0.322005,-0.659672,-0.568105,-0.712909,-0.0541,0.0581249,0.62654,-0.576353,0.13172,0.0910287,-0.325213,0.978537,20,-38.6514,-38.7238,-38.8344,-36.9514,-36.782,-36.9692,-35.9563,-37.3412,-35.8946,-35.8545,-37.5611,-38.9653,-37.0134,-35.6874,-41.9946,-38.4865,-44.9021,-42.8747,-41.2687,-38.3176,-39.9691,-37.8728
-856.255,0.998761,0.387983,3,15,0,861.131,4.18638,0.836626,0.965584,0.382119,0.659441,-0.128508,0.285099,-0.429518,-0.423155,-0.246708,-0.371958,-0.901073,-0.648468,-0.704358,-0.822005,-0.69277,-0.059848,0.116538,0.025008,-0.288263,0.465333,-1.06827,20,-37.7825,-38.2228,-39.3154,-35.7259,-34.572,-38.0533,-34.9377,-35.8327,-34.9783,-37.86,-37.0162,-38.2008,-36.7269,-37.5588,-47.6654,-41.1389,-42.3458,-43.7256,-43.846,-38.2968,-37.1081,-37.1411
-856.633,0.959018,0.387983,3,7,0,866.195,3.94284,0.405697,0.919031,0.610843,0.697121,-0.45073,0.446266,-0.206751,-0.237953,-0.403079,-0.29835,-1.04541,-0.972786,-1.14997,-0.499469,-0.753891,-0.251896,0.00246157,-0.0206009,-0.489588,0.20171,-0.79249,20,-37.4981,-37.4206,-40.1857,-35.9163,-33.8576,-36.1841,-35.1302,-36.5154,-36.1997,-38.0245,-37.6547,-39.0924,-37.0628,-37.5402,-46.5622,-39.5775,-43.7362,-43.7818,-41.9228,-38.5301,-37.6626,-38.298
-852.689,1,0.387983,3,7,0,863.523,3.37056,0.516198,0.573639,0.149295,0.855656,-0.654059,0.588773,-0.588373,-0.0558859,-0.230553,-0.67479,-0.900836,-0.78648,-0.802506,-0.841121,-0.593312,-0.188314,-0.782087,-0.013456,-0.645324,-0.15533,-0.18284,20,-37.1323,-37.2418,-41.3966,-36.2359,-34.9481,-36.8887,-35.4782,-38.7221,-34.8273,-36.052,-37.1228,-37.3977,-38.56,-35.1101,-42.8533,-39.738,-43.889,-43.9412,-42.1556,-40.2153,-37.686,-37.5301
-853.562,0.936891,0.387983,3,7,0,860.966,3.95911,0.716686,0.846747,-0.118584,0.646306,-0.0452695,-0.113182,-0.936067,0.00622794,-0.478739,-0.679011,-1.03045,-0.918025,-1.01544,-0.803964,-0.462684,-0.26166,-0.137835,-0.142324,-0.188026,-0.185268,-0.409475,20,-38.5286,-38.8243,-38.0765,-36.0682,-35.4867,-38.8894,-34.2176,-35.3343,-35.1024,-38.3484,-38.3749,-37.3686,-35.8877,-37.6028,-46.4937,-40.426,-41.8021,-44.0528,-44.555,-37.5536,-36.5056,-35.9895
