lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,t_d.1,t_d.2,t_d.3,t_d.4,t_d.5,t_d.6,t_d.7,t_d.8,t_d.9,t_d.10,t_d.11,t_d.12,t_d.13,t_d.14,t_d.15,t_d.16,t_d.17,t_d.18,t_d.19,t_d.20,t_d.21,t_d.22,n,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22
# Adaptation terminated
# Step size = 0.430721
# Diagonal elements of inverse mass matrix:
# 0.229402, 0.109118, 0.111525, 0.085144, 0.0848187, 0.091416, 0.101647, 0.0792352, 0.0855798, 0.0800424, 0.0871626, 0.0870021, 0.0850196, 0.143076, 0.0807854, 0.0799345, 0.0847649, 0.100363, 0.0976547, 0.0907158, 0.168258, 0.195174
-855.419,0.989472,0.430721,3,15,0,868.163,4.52524,0.977911,0.967482,0.979419,1.57733,-0.0338364,0.606326,-0.435706,0.167092,0.108111,-0.318313,-0.444566,-0.525139,-0.86978,-0.715844,-0.170529,0.628041,-0.300152,-0.294038,0.139618,-0.134336,0.52362,20,-37.4581,-39.4038,-38.1391,-35.3975,-36.8034,-37.9213,-35.6503,-37.1289,-34.3155,-35.418,-36.0691,-39.7829,-35.9003,-35.0177,-44.1865,-39.3007,-47.0882,-44.1616,-42.3733,-37.051,-38.9951,-38.7847
-855.778,0.972227,0.430721,3,7,0,863.414,4.1276,0.890821,1.25227,0.368837,0.720867,-0.0881897,0.532487,-0.242638,0.350759,0.0831157,-0.0525353,-0.474681,-0.76356,-0.513108,0.0923086,-0.295752,0.292232,0.185622,0.713654,-0.259549,-0.0999025,-0.323309,20,-38.9254,-37.7302,-40.8195,-36.3258,-35.0671,-36.9338,-35.8923,-36.4519,-36.0257,-37.7529,-38.2454,-36.6024,-38.0778,-37.4307,-45.3259,-39.604,-40.7762,-43.8054,-43.1304,-39.6338,-38.2532,-35.8968
-855.659,0.998036,0.430721,3,7,0,864.802,4.32093,1.01264,0.980083,0.70641,0.715539,-0.253749,0.503245,-0.115102,0.205783,0.219276,-0.319643,-0.541115,-0.739882,-0.460929,0.115212,-0.0272793,0.447465,-0.0732608,0.574138,-0.161721,0.904008,-0.19326,20,-38.6288,-38.2885,-40.4409,-37.0055,-35.6941,-37.0963,-36.1809,-36.4971,-35.5721,-36.3304,-37.2296,-39.1982,-37.5324,-35.4609,-43.9484,-40.0838,-41.8695,-42.728,-41.9836,-39.8586,-39.249,-37.1887
-852.676,0.940189,0.430721,3,7,0,864.494,4.692,1.05372,1.25202,0.782361,1.5037,0.250841,0.627989,-0.275067,0.327008,-0.00917557,0.0533089,-0.533532,-0.190322,-0.60994,-0.578939,-0.202129,0.485808,-0.0734929,0.0247638,0.321561,-0.527521,0.414843,20,-37.4018,-38.7818,-37.6239,-35.2013,-35.6537,-38.1143,-34.836,-36.2375,-35.1696,-36.4489,-36.7618,-38.3818,-35.5773,-36.6162,-45.9425,-39.3289,-44.8174,-44.3277,-43.6218,-37.1085,-37.9441,-37.9715
-853.588,0.923054,0.430721,3,7,0,860.699,5.02843,1.04078,0.754187,0.954003,0.953277,-0.276996,0.633459,0.0697839,0.221425,0.0427118,-0.302164,-0.711364,-0.693829,-0.221034,-0.116758,-0.289114,0.182525,0.0484742,0.345829,-0.0439284,0.438885,0.379501,20,-37.5794,-38.0569,-40.02,-37.7402,-34.8487,-36.6394,-35.1151,-36.4557,-35.5501,-36.8713,-36.8533,-39.4886,-36.7002,-35.2176,-46.0196,-40.2062,-43.9261,-42.2534,-41.6289,-38.8228,-37.4526,-38.2058
-854.5,0.9151,0.430721,3,7,0,864.14,5.09814,1.10177,1.43218,0.356939,1.36788,0.318914,0.625506,-0.49671,0.0784012,0.0937018,0.0193767,-0.615466,-0.301866,-0.989239,-0.428888,-0.00103933,0.687492,-0.164353,0.28856,0.194521,-0.290995,0.438298,20,-38.3725,-39.9425,-38.166,-34.947,-35.9155,-38.7205,-35.245,-36.296,-34.8332,-35.6579,-35.709,-36.4776,-36.3095,-36.4523,-48.0053,-39.426,-42.8676,-44.6233,-44.4687,-37.8414,-38.8982,-35.9827
-852.919,0.996462,0.430721,3,7,0,861.298,4.34696,1.03982,0.92991,1.15645,1.07743,-0.217387,0.593292,0.0723719,0.55789,0.201288,-0.0829382,-0.385644,-0.439784,0.0289031,-0.0821993,-0.130453,0.364711,0.217953,0.341795,-0.00502559,0.540713,0.361806,20,-37.2902,-37.4144,-39.6538,-37.6329,-35.4005,-36.399,-35.5905,-36.5814,-35.7269,-37.8559,-38.2024,-39.8885,-36.3085,-36.0206,-43.1513,-39.5588,-44.4172,-41.9526,-41.3003,-38.1521,-37.8132,-38.9292
-852.423,0.932736,0.430721,3,7,0,860.476,4.47606,1.12599,1.42834,0.481129,1.42033,0.317971,0.708118,-0.519797,0.116629,-0.0643222,0.00443082,-0.628937,-0.310896,-0.855827,-0.217516,0.0467632,0.495309,-0.113071,0.375016,0.351895,-0.106476,0.548464,20,-38.6336,-38.6009,-38.3233,-34.7814,-35.7311,-38.564,-34.4592,-36.4324,-35.4983,-35.8688,-35.8584,-37.3991,-36.7067,-36.576,-45.7882,-39.277,-43.4418,-45.0701,-44.2698,-38.1063,-38.0395,-36.1234
-852.034,0.997248,0.430721,3,7,0,857.974,4.92118,0.939931,0.813359,0.769865,0.909733,-0.259739,0.40847,0.0170428,0.379376,0.0893855,-0.277665,-0.624616,-0.622963,-0.198524,-0.292441,-0.378279,0.288992,0.0187225,0.116346,-0.27475,0.376864,-0.00416503,20,-36.7998,-38.5832,-39.1148,-37.9685,-35.0986,-36.7475,-35.7751,-36.2185,-35.3429,-37.4492,-37.8403,-38.5352,-35.8085,-35.8935,-46.1996,-40.2728,-43.3075,-41.7629,-41.8805,-37.8536,-38.0815,-38.1543
-856.042,0.787066,0.430721,3,7,0,864.818,3.53887,1.00929,1.32098,0.552098,1.37357,0.230118,0.607524,-0.522919,-0.198548,-0.195828,0.00482931,-0.642911,-0.285098,-1.01123,-0.232918,0.0227081,0.564078,-0.152981,0.378987,0.373925,0.0132649,0.316324,20,-39.66,-38.5129,-38.6334,-34.3639,-36.6384,-38.828,-35.3278,-36.7456,-36.1596,-35.866,-35.3187,-38.377,-37.2526,-36.9041,-43.372,-39.1088,-43.7952,-45.3413,-43.7845,-38.5268,-38.905,-36.7675
